comparison_type,parcel_id,map,block,lot,current_sale_price,current_sale_date,current_qualified,current_book_page,prior1_sale_price,prior1_sale_date,prior1_book_page,prior2_sale_price,prior2_sale_date,prior2_book_page,prior3_sale_price,prior3_sale_date,prior3_book_page,data_quality_notes
ORIGINAL_NHDRA,4-22,4,22,,610000.0,2023-05-11,Q,4799/0065,240000.0,2011-12-29,3848/0154,240000.0,1977-07-15,1316/0998,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-22,4,22,,610000.0,2023-05-11,Q,4799/0065,240000.0,2011-12-29,3848/0154,240000.0,1977-07-15,1316/0998,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-104,4,23,104,625000.0,2022-09-02,Q,4756/648,0.0,2014-11-25,4097/0291,0.0,2011-06-15,3799/0764,354534.0,2005-02-02,3103/0524,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-104,4,23,104,625000.0,2022-09-02,Q,4756/648,0.0,2014-11-25,4097/0291,0.0,2011-06-15,3799/0764,354534.0,2005-02-02,3103/0524,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-203,4,23,203,260000.0,2013-06-08,Q,3988/0053,0.0,2012-10-10,0/0,0.0,2009-05-22,3614/0717,269000.0,1994-02-23,2077/0903,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-203,4,23,203,260000.0,2013-06-08,Q,3988/0053,0.0,2012-10-10,0/0,0.0,2009-05-22,3614/0717,269000.0,1994-02-23,2077/0903,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-305,4,23,305,0.0,2018-02-02,Q,4345/0720,0.0,2017-09-11,0/0,0.0,2009-02-11,3582/0868,0.0,2005-08-16,3179/0956,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-305,4,23,305,0.0,2018-02-02,Q,4345/0720,0.0,2017-09-11,0/0,0.0,2009-02-11,3582/0868,0.0,2005-08-16,3179/0956,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-403,4,23,403,0.0,2012-06-12,Q,3890/0513,280000.0,2012-05-09,3881/0646,280000.0,2003-12-12,2936/0080,0.0,2000-07-18,2474/0659,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-403,4,23,403,0.0,2012-06-12,Q,3890/0513,280000.0,2012-05-09,3881/0646,280000.0,2003-12-12,2936/0080,0.0,2000-07-18,2474/0659,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-505,4,23,505,190000.0,2009-12-30,Q,3672/0358,0.0,2009-05-14,3610/0608,0.0,2000-05-31,2464/0270,0.0,1995-07-03,2148/0114,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-505,4,23,505,190000.0,2009-12-30,Q,3672/0358,0.0,2009-05-14,3610/0608,0.0,2000-05-31,2464/0270,0.0,1995-07-03,2148/0114,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-602,4,23,602,590000.0,2024-05-15,U,4866/0591,0.0,2009-06-22,3724/0524,0.0,1996-07-30,2209/0918,0.0,1995-08-25,2155/0905,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-602,4,23,602,590000.0,2024-05-15,U,4866/0591,0.0,2009-06-22,3724/0524,0.0,1996-07-30,2209/0918,0.0,1995-08-25,2155/0905,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-706,4,23,706,415000.0,2021-06-25,Q,4647/309,279933.0,2015-01-14,4119/0683,279933.0,2015-01-14,4119/0679,0.0,1996-12-23,2232/0803,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-706,4,23,706,415000.0,2021-06-25,Q,4647/309,279933.0,2015-01-14,4119/0683,0.0,1996-12-23,2232/0803,,,,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,4-23-802,4,23,802,0.0,2003-05-12,Q,2817/0773,148000.0,1996-08-19,2213/0074,148000.0,1991-11-18,1938/0335,155000.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-802,4,23,802,0.0,2003-05-12,Q,2817/0773,148000.0,1996-08-19,2213/0074,148000.0,1991-11-18,1938/0335,155000.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-906,4,23,906,310000.0,2017-08-22,Q,4309/0253,0.0,2001-06-12,2548/0217,0.0,2001-05-22,2548/0218,235000.0,1999-03-19,2384/0312,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-906,4,23,906,310000.0,2017-08-22,Q,4309/0253,0.0,2001-06-12,2548/0217,235000.0,1999-03-19,2384/0312,,,,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,4-23-1001,4,23,1001,0.0,2023-05-16,U,4800/0029,0.0,2020-03-14,4515/503,0.0,2017-04-28,4281/0579,299000.0,2017-04-28,4281/0576,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-1001,4,23,1001,0.0,2023-05-16,U,4800/0029,0.0,2020-03-14,4515/503,0.0,2017-04-28,4281/0579,299000.0,2017-04-28,4281/0576,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-1107,4,23,1107,339000.0,2020-04-15,Q,4513/212,298000.0,2009-12-30,3672/0354,298000.0,2000-12-11,2504/0463,0.0,1998-10-28,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-1107,4,23,1107,339000.0,2020-04-15,Q,4513/212,298000.0,2009-12-30,3672/0354,298000.0,2000-12-11,2504/0463,0.0,1998-10-28,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-1201,4,23,1201,230000.0,2015-06-03,Q,4135/0553,220000.0,2008-10-28,3562/0334,220000.0,1999-09-30,2422/0145,0.0,1987-08-19,1688/0723,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-1201,4,23,1201,230000.0,2015-06-03,Q,4135/0553,220000.0,2008-10-28,3562/0334,220000.0,1999-09-30,2422/0145,0.0,1987-08-19,1688/0723,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-1307,4,23,1307,285000.0,2011-04-20,Q,3787/0673,249000.0,2002-06-03,2673/0301,249000.0,1998-11-13,2355/0052,0.0,1996-05-16,2196/0896,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-1307,4,23,1307,285000.0,2011-04-20,Q,3787/0673,249000.0,2002-06-03,2673/0301,249000.0,1998-11-13,2355/0052,0.0,1996-05-16,2196/0896,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-1418,4,23,1418,0.0,2023-02-06,U,4783/311,0.0,2020-03-20,4507/395,0.0,2012-08-22,3909/0542,248000.0,2011-06-29,3803/0436,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-1418,4,23,1418,0.0,2023-02-06,U,4783/311,0.0,2020-03-20,4507/395,0.0,2012-08-22,3909/0542,248000.0,2011-06-29,3803/0436,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-1508,4,23,1508,320000.0,2016-09-15,Q,4234/0854,315000.0,2010-05-28,3703/0714,315000.0,1999-02-17,2375/0043,0.0,1984-01-30,1496/0403,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-1508,4,23,1508,320000.0,2016-09-15,Q,4234/0854,315000.0,2010-05-28,3703/0714,315000.0,1999-02-17,2375/0043,0.0,1984-01-30,1496/0403,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-1618,4,23,1618,195000.0,2016-09-19,Q,4235/0504,0.0,2016-03-22,0/0,0.0,2003-12-15,2936/0543,0.0,2003-03-12,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-1618,4,23,1618,195000.0,2016-09-19,Q,4235/0504,0.0,2016-03-22,0/0,0.0,2003-12-15,2936/0543,0.0,2003-03-12,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-1708,4,23,1708,nan,2023-01-17,U,4780/676,220000.0,2000-02-29,2448/0534,220000.0,1988-12-06,1778/0411,127500.0,1987-02-17,1653/0063,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-1708,4,23,1708,,2023-01-17,U,4780/676,220000.0,2000-02-29,2448/0534,220000.0,1988-12-06,1778/0411,127500.0,1987-02-17,1653/0063,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-1909,4,23,1909,430000.0,2022-09-14,U,4758/548,0.0,2019-01-07,0/0,0.0,2018-04-16,4355/0361,0.0,2012-10-05,3923/0517,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-1909,4,23,1909,430000.0,2022-09-14,U,4758/548,0.0,2019-01-07,0/0,0.0,2018-04-16,4355/0361,0.0,2012-10-05,3923/0517,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-2017,4,23,2017,0.0,2020-10-21,U,0/0,299533.0,2014-04-22,4052/0232,299533.0,2003-09-24,2895/0673,299733.0,2003-09-04,2895/0673,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-2017,4,23,2017,0.0,2020-10-21,U,0/0,299533.0,2014-04-22,4052/0232,299533.0,2003-09-24,2895/0673,299733.0,2003-09-04,2895/0673,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-2109,4,23,2109,0.0,2013-06-17,Q,3991/0887,268000.0,2005-03-15,3116/0148,268000.0,2002-07-05,2685/0643,175000.0,2001-10-31,2596/0132,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-2109,4,23,2109,0.0,2013-06-17,Q,3991/0887,268000.0,2005-03-15,3116/0148,268000.0,2002-07-05,2685/0643,175000.0,2001-10-31,2596/0132,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-2216,4,23,2216,0.0,2024-08-26,U,4887/0017,nan,2022-03-07,4712/988,nan,2015-06-18,4137/0258,227533.0,2008-08-07,3543/0402,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-2216,4,23,2216,0.0,2024-08-26,U,4887/0017,,2022-03-07,4712/988,,2015-06-18,4137/0258,227533.0,2008-08-07,3543/0402,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-2310,4,23,2310,595000.0,2024-06-28,Q,4875/0124,415000.0,2021-04-28,4625/831,415000.0,2020-07-27,4540/217,400000.0,2020-04-01,4510/0090,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-2310,4,23,2310,595000.0,2024-06-28,Q,4875/0124,415000.0,2021-04-28,4625/831,400000.0,2020-07-28,nan,415000.0,2020-07-27,4540/217,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-2416,4,23,2416,400000.0,2022-05-11,Q,4727/318,242000.0,2012-06-29,3897/0690,242000.0,2002-04-02,2651/0069,202533.0,1998-03-18,2303/0130,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-2416,4,23,2416,400000.0,2022-05-11,Q,4727/318,242000.0,2012-06-29,3897/0690,242000.0,2002-04-02,2651/0069,202533.0,1998-03-18,2303/0130,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-2511,4,23,2511,498000.0,2023-12-05,Q,4842/0145,429500.0,2022-01-05,4699/569,429500.0,2021-09-20,4674/510,0.0,2020-12-16,4590/681,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-2511,4,23,2511,498000.0,2023-12-05,Q,4842/0145,429500.0,2022-01-05,4699/569,429500.0,2021-09-20,4674/510,347500.0,2021-01-04,nan,Comprehensive sales data from multiple sources - ENHANCED: 3 → 4 verified sales from 4 sources
ORIGINAL_NHDRA,4-23-2615,4,23,2615,0.0,2018-11-02,Q,4399/0383,0.0,2010-07-09,3722/0369,0.0,2007-09-13,3449/0824,298000.0,2001-09-10,2578/0877,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-2615,4,23,2615,0.0,2018-11-02,Q,4399/0383,0.0,2010-07-09,3722/0369,0.0,2007-09-13,3449/0824,298000.0,2001-09-10,2578/0877,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-2711,4,23,2711,410000.0,2022-03-03,Q,4717/160,339000.0,2020-11-18,4576/595,339000.0,2013-02-03,0/0,0.0,2005-10-12,3204/0403,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-2711,4,23,2711,410000.0,2022-03-03,Q,4717/160,339000.0,2020-11-18,4576/595,339000.0,2013-02-03,0/0,0.0,2005-10-12,3204/0403,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-2815,4,23,2815,315000.0,2019-04-12,Q,4432/0229,0.0,2011-07-27,3809/0378,0.0,1991-09-11,1928/0039,165000.0,1986-06-26,1605/0208,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-2815,4,23,2815,315000.0,2019-04-12,Q,4432/0229,0.0,2011-07-27,3809/0378,0.0,1991-09-11,1928/0039,165000.0,1986-06-26,1605/0208,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-2912,4,23,2912,298133.0,2010-06-14,Q,3707/0748,0.0,2003-05-07,0/0,0.0,1985-10-30,1569/0862,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-2912,4,23,2912,298133.0,2010-06-14,Q,3707/0748,0.0,2003-05-07,0/0,0.0,1985-10-30,1569/0862,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-3014,4,23,3014,500000.0,2021-05-19,U,4633/136,0.0,2016-12-02,4260/0928,0.0,2016-04-03,0/0,0.0,2009-11-30,3666/0648,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-3014,4,23,3014,500000.0,2021-05-19,U,4633/136,0.0,2016-12-02,4260/0928,0.0,2016-04-03,0/0,0.0,2009-11-30,3666/0648,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-3112,4,23,3112,352000.0,2020-03-12,Q,4505/0552,285000.0,2015-05-29,4131/0240,285000.0,2009-08-17,3639/0729,225000.0,1998-12-04,2359/0682,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-3112,4,23,3112,352000.0,2020-03-12,Q,4505/0552,285000.0,2015-05-29,4131/0240,285000.0,2009-08-17,3639/0729,225000.0,1998-12-04,2359/0682,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-23-3213,4,23,3213,375000.0,2017-10-05,Q,4318/0856,349000.0,2010-05-07,3698/0503,349000.0,2004-12-06,3085/0657,342000.0,2000-08-02,2479/0243,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-23-3213,4,23,3213,375000.0,2017-10-05,Q,4318/0856,349000.0,2010-05-07,3698/0503,349000.0,2004-12-06,3085/0657,342000.0,2000-08-02,2479/0243,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-24,4,24,,0.0,2008-11-21,Q,3567/0409,0.0,1993-06-21,0/0,0.0,1986-09-26,1622/0964,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-24,4,24,,0.0,2008-11-21,Q,3567/0409,0.0,1993-06-21,0/0,0.0,1986-09-26,1622/0964,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-25,4,25,,300000.0,2019-03-26,Q,4423/0655,0.0,2001-01-12,2511/0281,0.0,1998-11-13,2355/0049,135000.0,1995-08-10,2153/0648,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-25,4,25,,300000.0,2019-03-26,Q,4423/0655,0.0,2001-01-12,2511/0281,0.0,1998-11-13,2355/0049,135000.0,1995-08-10,2153/0648,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-26,4,26,,0.0,2016-09-15,Q,4234/0279,455000.0,2016-07-15,4220/0246,455000.0,1994-10-20,2114/0388,153000.0,1993-12-23,2068/0693,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-26,4,26,,0.0,2016-09-15,Q,4234/0279,455000.0,2016-07-15,4220/0246,455000.0,1994-10-20,2114/0388,153000.0,1993-12-23,2068/0693,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-27,4,27,,180000.0,2015-11-23,Q,4173/0925,250000.0,2006-07-11,3302/0934,250000.0,2004-10-08,3061/0237,178733.0,2003-10-04,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-27,4,27,,180000.0,2015-11-23,Q,4173/0925,250000.0,2006-07-11,3302/0934,250000.0,2004-10-08,3061/0237,178733.0,2003-10-04,0/0,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-28,4,28,,237533.0,2009-06-11,Q,3620/0923,216000.0,2006-05-08,3277/0716,216000.0,1995-10-04,2162/0671,85000.0,1983-12-22,1494/0808,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-28,4,28,,237533.0,2009-06-11,Q,3620/0923,216000.0,2006-05-08,3277/0716,216000.0,1995-10-04,2162/0671,85000.0,1983-12-22,1494/0808,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-29,4,29,,485000.0,2022-10-13,Q,4764/239,0.0,2022-07-01,4741/229,0.0,2022-04-13,4723/275,135000.0,2019-10-31,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-29,4,29,,485000.0,2022-10-13,Q,4764/239,0.0,2022-07-01,4741/229,135000.0,2022-04-25,nan,0.0,2022-04-13,4723/275,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-30,4,30,,0.0,2010-12-01,Q,3754/0598,0.0,1985-06-10,1547/0683,0.0,1900-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-30,4,30,,0.0,2010-12-01,Q,3754/0598,0.0,1985-06-10,1547/0683,0.0,1900-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,4-31,4,31,,0.0,2016-01-26,Q,4185/0572,301000.0,2011-12-09,3842/0742,301000.0,2010-10-25,3748/0017,0.0,2006-09-22,3329/0078,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-31,4,31,,0.0,2016-01-26,Q,4185/0572,301000.0,2011-12-09,3842/0742,301000.0,2010-10-25,3748/0017,0.0,2006-09-22,3329/0078,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-32,4,32,,340000.0,2018-01-03,Q,4339/0270,310000.0,2013-05-03,3976/0030,310000.0,1995-09-06,2157/0900,182500.0,1995-08-26,2157/0900,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-32,4,32,,340000.0,2018-01-03,Q,4339/0270,310000.0,2013-05-03,3976/0030,310000.0,1995-09-06,2157/0900,182500.0,1995-08-26,2157/0900,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-33,4,33,,340000.0,2009-07-10,Q,3628/0311,325000.0,2004-06-15,3010/0067,325000.0,2001-05-14,2537/0631,195000.0,2000-02-22,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-33,4,33,,340000.0,2009-07-10,Q,3628/0311,325000.0,2004-06-15,3010/0067,325000.0,2001-05-14,2537/0631,195000.0,2000-02-22,0/0,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-34,4,34,,158000.0,1998-09-07,Q,2340/0339,114000.0,1996-09-18,2218/0063,114000.0,1995-11-13,0/0,0.0,1995-11-13,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-34,4,34,,158000.0,1998-09-07,Q,2340/0339,114000.0,1996-09-18,2218/0063,114000.0,1995-11-13,0/0,0.0,1995-11-13,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-35,4,35,,150000.0,1998-04-14,Q,2309/0661,152000.0,1995-10-19,2164/0774,152000.0,1988-09-30,1764/0729,165000.0,1987-04-06,1660/0058,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-35,4,35,,150000.0,1998-04-14,Q,2309/0661,152000.0,1995-10-19,2164/0774,152000.0,1988-09-30,1764/0729,165000.0,1987-04-06,1660/0058,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-36,4,36,,365000.0,2013-12-10,Q,4030/0527,196000.0,1999-06-16,2399/0815,196000.0,1999-05-27,2399/0815,196000.0,1998-12-02,2358/0981,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-36,4,36,,365000.0,2013-12-10,Q,4030/0527,196000.0,1999-06-16,2399/0815,196000.0,1998-12-02,2358/0981,,,,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,4-37,4,37,,610000.0,2024-02-12,Q,4850/0913,0.0,2019-11-22,4484/0963,0.0,2018-05-14,4360/0341,315000.0,2013-06-25,3990/0664,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-37,4,37,,610000.0,2024-02-12,Q,4850/0913,0.0,2019-11-22,4484/0963,0.0,2018-05-14,4360/0341,315000.0,2013-06-25,3990/0664,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-38,4,38,,285000.0,2015-06-24,Q,4139/0088,297000.0,2012-06-25,3894/0067,297000.0,1982-09-04,1454/0155,0.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-38,4,38,,285000.0,2015-06-24,Q,4139/0088,297000.0,2012-06-25,3894/0067,297000.0,1982-09-04,1454/0155,0.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-39,4,39,,141000.0,1997-06-23,Q,2257/0226,132000.0,1991-11-08,1937/0321,132000.0,1989-07-27,1814/0789,0.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-39,4,39,,141000.0,1997-06-23,Q,2257/0226,132000.0,1991-11-08,1937/0321,132000.0,1989-07-27,1814/0789,0.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-40,4,40,,0.0,2019-09-09,Q,4466/0444,325000.0,2017-12-14,4331/0892,325000.0,2017-02-22,4270/0451,240000.0,2001-03-15,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-40,4,40,,0.0,2019-09-09,Q,4466/0444,325000.0,2017-12-14,4331/0892,325000.0,2017-02-22,4270/0451,240000.0,2001-03-15,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-41,4,41,,310000.0,2009-10-02,Q,3651/0362,279000.0,2007-06-07,3414/0878,279000.0,2004-02-19,2959/0612,229533.0,1992-06-29,1975/0345,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-41,4,41,,310000.0,2009-10-02,Q,3651/0362,279000.0,2007-06-07,3414/0878,279000.0,2004-02-19,2959/0612,229533.0,1992-06-29,1975/0345,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-42,4,42,,640000.0,2024-09-23,Q,4892/0176,585000.0,2022-08-17,4752/961,585000.0,2020-07-28,4541/352,390000.0,2016-04-25,4200/0792,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-42,4,42,,640000.0,2024-09-23,Q,4892/0176,585000.0,2022-08-17,4752/961,390000.0,2020-07-31,nan,585000.0,2020-07-28,4541/352,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-43,4,43,,209000.0,2002-09-23,Q,2718/0598,185000.0,2002-03-11,2642/0364,185000.0,1983-01-20,1463/0819,0.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-43,4,43,,209000.0,2002-09-23,Q,2718/0598,185000.0,2002-03-11,2642/0364,185000.0,1983-01-20,1463/0819,0.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
