REM_MBLU_MAP,REM_MBLU_BLOCK,REM_MBLU_LOT,REM_MBLU_UNIT,VNS_AYB,VNS_EYB,VNS_STYLE,VNS_STYLE_DESC,VNS_OCC,VNS_OCC_DESC,VNS_GRADE,VNS_GRADE_DESC,VNS_BLDG_AREA_LIVING,VNS_BLDG_AREA_GROSS,VNS_BLDG_AREA_EFFECTIVE,VNS_PCT_GOOD,CNS_ASSESS_VAL
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4480,4993,4658,86,455500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4480,4993,4658,86,455500
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4480,5010,4663,86,455900
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4624,5143,4804,86,466900
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4624,5143,4804,86,466900
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,6176,7120,6447,86,615200
      5,      1,       ,       ,2008,2009,69,LODGE,3400,OFFICE,C+,Avg. (+),2892,2980,2912,87,289600
      5,      1,  70100,       ,1965,2001,19,RANCH,1010,ONE FAM,C,AVERAGE,1025,1287,1077,79,156700
      5,      2,       ,       ,,,,,9030,,,,0,0,0,,0
      5,      2,  70100,       ,1988,1992,40,RINK,905I,CHARITABLE-Ind,C+,Avg. (+),32563,66576,33002,70,1374900
      6,      1,       ,       ,,,,,4500,,,,0,0,0,,0
      7,      1,       ,       ,,,,,9030,,,,0,0,0,,0
      7,      2,       ,       ,1940,1982,71,OFFICE,3400,OFFICE,D+,Fair (+),651,699,685,60,50600
      7,      2,       ,       ,1993,1997,71,OFFICE,3400,OFFICE,C,Average,5925,8079,6746,75,642400
      7,      3,       ,       ,1984,2009,09,CONTEMPORY,1010,ONE FAM,C,AVERAGE,2858,5798,3519,87,433300
      7,      4,       ,       ,1958,1988,05,CAPE,1010,ONE FAM,C,AVERAGE,1164,2586,1380,66,143300
      7,      5,       ,       ,1957,1992,19,RANCH,1010,ONE FAM,C,AVERAGE,1280,3048,1844,60,160200
      7,      6,       ,       ,1993,2013,05,CAPE,1010,ONE FAM,C,AVERAGE,1546,4688,2074,91,258200
      7,      7,       ,       ,1982,2012,09,CONTEMPORY,1010,ONE FAM,C,AVERAGE,2469,4899,3024,90,403700
      7,      8,       ,       ,1984,2002,19,RANCH,1010,ONE FAM,C,AVERAGE,896,2661,1402,80,186300
      7,      9,       ,       ,,,,,1310,,,,0,0,0,,0
      7,     10,       ,       ,,,,,1310,,,,0,0,0,,0
      8,      1,       ,       ,2015,2013,13,MULTI-GRDN,1120,APT 9+UP,C+,Avg. (+),57834,90028,65715,91,4230400
      8,      2,    100,       ,2006,2003,83,APARTMENT,1120,APT 9+UP,C+,Avg. (+),49304,75889,58438,81,4563900
      8,      2,    101,       ,2003,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,2662,1913,91,318200
      8,      2,    102,       ,2003,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2136,91,327400
      8,      2,    103,       ,2003,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2092,91,331700
      8,      2,    104,       ,2003,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,3872,1873,91,317000
      8,      2,    200,       ,1999,1997,83,APARTMENT,1120,APT 9+UP,C,Average,86586,117565,94315,75,3303300
      8,      2,    201,       ,2002,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,3920,1872,91,314400
      8,      2,    202,       ,2002,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2087,91,328500
      8,      2,    203,       ,2002,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2136,91,327400
      8,      2,    204,       ,2006,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1745,3840,1920,91,311000
      8,      2,    301,       ,2003,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,3872,1913,91,317500
      8,      2,    302,       ,2003,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2092,91,329500
      8,      2,    303,       ,2003,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3714,2142,91,336000
      8,      2,    304,       ,2003,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,4026,1928,91,314400
      8,      2,    401,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,4144,1931,91,305000
      8,      2,    402,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2092,91,328900
      8,      2,    403,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2136,91,335500
      8,      2,    404,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,3872,1877,91,312200
      8,      2,    501,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,4080,2455,91,393800
      8,      2,    502,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2384,91,405600
      8,      2,    503,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3798,2398,91,398400
      8,      2,    504,       ,2004,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1777,4065,2296,93,395800
      8,      2,    601,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,3872,2243,91,378000
      8,      2,    602,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3798,2398,91,398400
      8,      2,    603,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2442,91,367500
      8,      2,    604,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,3872,2238,91,366900
      8,      2,    701,       ,2005,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1496,3724,2227,91,345100
      8,      2,    702,       ,2005,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2000,3619,2440,91,369700
      8,      2,    801,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,3949,1918,91,319900
      8,      2,    802,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2136,91,327400
      8,      2,    803,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1997,3922,2184,91,336600
      8,      2,    804,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1305,3797,1602,91,270100
      8,      2,    901,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,3872,1913,91,318200
      8,      2,    902,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2136,91,327400
      8,      2,    903,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1889,3654,2136,91,332600
      8,      2,    904,       ,2004,2013,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1665,3960,1886,91,311100
      8,      2,    905,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1729,4158,1957,93,329300
      8,      2,    906,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1957,3854,2180,93,346700
      8,      2,    907,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1957,3854,2180,93,343700
      8,      2,    908,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1841,4006,2017,93,334800
      8,      2,    909,       ,2007,2016,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1729,4000,1937,94,336800
      8,      2,    910,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1957,3854,2180,93,338400
      8,      2,    911,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1257,3854,1821,93,295800
      8,      2,    912,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1729,4000,1941,93,322500
      8,      2,   1201,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1729,4098,1987,93,328800
      8,      2,   1202,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1957,3958,2258,93,346000
      8,      2,   1203,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1957,3854,2171,93,342900
      8,      2,   1204,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1364,3794,1703,93,284800
      8,      2,   1301,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1729,3988,1934,93,329800
      8,      2,   1302,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1887,3730,2096,93,336500
      8,      2,   1303,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1957,3854,2171,93,344400
      8,      2,   1304,       ,2007,2015,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1729,4096,1987,93,334700
      8,      3,       ,       ,1835,1993,22,CONVENT`NL,1090,MULT HS,C+,AVG. (+),3050,6631,3838,71,379200
      8,      3,       ,       ,1999,2012,10,APT/GAR,1090,MULT HS,C-,AVG. (-),1260,3146,1926,90,226700
      8,      4,       ,       ,1930,2005,05,CAPE,1010,ONE FAM,C-,AVG. (-),966,2160,1158,83,155700
      8,      4,       ,       ,1963,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,1040,2200,1458,79,187600
      8,      5,       ,       ,1935,1932,12,MULTI-CONV,1050,3 FAMILY,C,AVERAGE,2460,4146,3019,10,28100
      8,      7,       ,       ,1985,1995,72,OFFICE-PRO,3400,OFFICE,B+,Good (+),5251,6854,5732,73,806900
      8,      8,       ,       ,1900,1979,22,CONVENT`NL,1010,ONE FAM,C-,AVG. (-),1326,2855,1722,57,155900
      8,      9,       ,       ,1952,1988,19,RANCH,1010,ONE FAM,C-,AVG. (-),974,2054,1325,66,138000
      8,     10,       ,       ,1900,1989,19,RANCH,1010,ONE FAM,C-,AVG. (-),1302,3130,1857,67,166000
      8,     11,       ,       ,1900,1974,19,RANCH,1010,ONE FAM,C-,AVG. (-),630,1320,803,52,69000
      8,     12,       ,       ,,,,,1300,RES LAND,,,,,,,
      8,     13,       ,       ,2006,2014,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1152,1920,1200,92,195900
      8,     14,       ,       ,2001,2012,19,RANCH,1010,ONE FAM,C,AVERAGE,1088,2176,1360,90,185100
      8,     15,       ,       ,1945,2000,19,RANCH,1010,ONE FAM,C-,AVG. (-),912,1872,1146,78,134200
      8,     16,       ,       ,2011,2015,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,1566,2608,1803,93,293100
      8,     17,       ,       ,2009,2014,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1040,1712,1208,92,173300
      8,     18,       ,       ,1900,2005,12,MULTI-CONV,1040,2 FAMILY,C-,AVG. (-),2568,4221,2940,96,359800
      8,     19,       ,       ,1930,1989,22,CONVENT`NL,1010,ONE FAM,C-,AVG. (-),1310,2872,1617,67,178800
      8,     21,       ,       ,1940,1993,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),1200,2053,1441,71,208500
      8,     22,       ,       ,1960,1997,19,RANCH,1010,ONE FAM,C,AVERAGE,1050,2425,1525,75,186000
      8,     23,       ,       ,,,,,1060,,,,0,0,0,,0
      8,     25,       ,       ,1962,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,1540,3328,2146,82,261800
      8,     26,       ,       ,,,,,1320,,,,0,0,0,,0
      8,     27,       ,       ,,,,,1320,,,,0,0,0,,0
      8,     28,       ,       ,,,,,1320,,,,0,0,0,,0
      8,     29,       ,       ,,,,,1320,,,,0,0,0,,0
      8,     30,       ,       ,1960,2000,19,RANCH,1010,ONE FAM,C,AVERAGE,768,1824,1093,78,158700
      8,     31,       ,       ,1961,1997,12,MULTI-CONV,1040,2 FAMILY,C,AVERAGE,1578,3436,2132,75,240600
      8,     32,       ,       ,1976,2008,19,RANCH,1010,ONE FAM,C,AVERAGE,1528,3980,2205,86,282900
      8,     33,       ,       ,,,,,1300,,,,0,0,0,,0
      9,      1,       ,       ,1950,1982,91,MOTEL,3010,MOTEL,C,Average,5992,7861,6568,60,371000
      9,      1,       ,       ,1975,1988,91,MOTEL,3010,MOTEL,C,Average,1160,2900,1581,66,146500
      9,      2,       ,       ,,,,,6001,,,,0,0,0,,0
     10,      6,    100,       ,1986,1992,57,RELAY BLDG,4300,TEL XSTA,D,Fair,1280,1308,1287,70,100000
     10,      6,    200,       ,1994,2000,97,INN,9050,CHARITABLE,A-,V Good-,10555,18365,12478,78,1749200
     10,      7,    101,       ,2003,2003,63,CONDO-OFC,102C,CONDO-com,B+,Good (+),2000,2024,2006,81,496200
     10,      7,    102,       ,2002,2002,63,CONDO-OFC,102C,CONDO-com,B,Good,1280,1312,1288,80,313800
     10,      7,    105,       ,1983,1992,63,CONDO-OFC,102C,CONDO-com,B+,Good (+),2998,3014,3002,70,566800
     10,      7,    201,       ,2003,2003,63,CONDO-OFC,102C,CONDO-com,B+,Good (+),2000,2024,2006,81,506200
     10,      7,    202,       ,2002,2002,63,CONDO-OFC,102C,CONDO-com,B,Good,1216,1248,1224,80,306800
     10,      7,    203,       ,2005,2002,63,CONDO-OFC,102C,CONDO-com,B+,Good (+),5432,5532,5457,80,1231400
     10,      7,    204,       ,2001,2000,63,CONDO-OFC,102C,CONDO-com,B+,Good (+),4080,4176,4147,78,853400
     10,      7,    205,       ,1983,1992,63,CONDO-OFC,102C,CONDO-com,B+,Good (+),1381,1397,1385,70,339600
     10,      7,    302,       ,2002,2002,63,CONDO-OFC,102C,CONDO-com,B,Good,2000,2032,2008,80,455200
     10,      7,    305,       ,1983,1992,63,CONDO-OFC,102C,CONDO-com,B+,Good (+),1368,1400,1376,70,326800
     10,      7,    402,       ,2002,2002,63,CONDO-OFC,102C,CONDO-com,B,Good,992,1024,1000,80,245800
     10,      7,    405,       ,1988,1992,63,CONDO-OFC,102C,CONDO-com,B-,Good (-),747,779,755,70,147300
     10,      7,    502,       ,2002,2002,63,CONDO-OFC,102C,CONDO-com,B,Good,1280,1312,1288,80,321800
     10,      7,    602,       ,2002,2002,63,CONDO-OFC,102C,CONDO-com,B,Good,1216,1248,1224,80,311700
     10,      7,    702,       ,2002,2002,63,CONDO-OFC,102C,CONDO-com,B,Good,2000,2032,2008,80,455600
     10,      7,    802,       ,2002,2003,63,CONDO-OFC,102C,CONDO-com,B,Good,960,992,968,81,247500
     10,      8,       ,       ,1990,1995,89,HOSPITAL,3250,STORE,A,Very Good,16967,16967,16967,73,4733600
     10,      8,    100,       ,,0,,,3900,,,,0,0,0,,0
     10,      8,    200,       ,1990,2003,89,HOSPITAL,9050,CHARITABLE,A,Very Good,2088242,2275455,2150354,81,693038900
     10,      8,    200,       ,2004,2005,31,HANGAR,905I,CHARITABLE-Ind,C,Average,17024,17024,17024,83,442400
     10,      8,    200,       ,2009,2014,89,HOSPITAL,9050,CHARITABLE,B,Good,30302,40745,34467,92,9617000
     10,      8,    200,       ,2017,2017,54,NURSING HM,9050,CHARITABLE,AA,Superb,27074,33245,28423,95,6196100
     10,      8,    200,       ,2023,2022,89,HOSPITAL,9050,CHARITABLE,AA,Superb,87452,218630,142110,100,65795600
     10,      8,    300,       ,,,,,905V,CHARITABLE-Vac,,,,,,,
     10,      8,  70100,       ,1993,1997,71,OFFICE,9050,CHARITABLE,A,Very Good,10152,20441,11226,75,1648400
     10,      8,  70200,       ,1994,1997,89,HOSPITAL,9050,CHARITABLE,AA,Superb,163845,169103,165727,75,59341800
     10,      9,       ,       ,,,,,3880,,,,0,0,0,,0
     10,     10,       ,       ,,,,,3880,,,,0,0,0,,0
     10,     11,    100,       ,1997,2000,74,RESTAURANT,3230,SHOP CTR,B,Good,5698,9216,6212,78,917900
     10,     11,    100,       ,1997,2000,76,SHOP CTR,3230,SHOP CTR,B,Good,55000,55000,55000,78,8917200
     10,     11,    100,       ,2024,2022,67,FAST FOOD,3260,REST/BAR,B+,Good (+),2316,2316,2316,50,262800
     10,     11,    300,       ,1997,2000,90,HOTEL,3000,HOTEL,A-,V Good-,78986,80765,79202,78,13372000
     10,     11,    400,       ,1996,2000,50,GOVT BLDG,901C,STATE NH-Comm,A-,V Good-,9141,11556,9401,78,1632600
     10,     11,    700,       ,1997,1998,88,HEALTH CLB,3740,HEALTH,B,Good,32372,80770,52576,76,4156300
     10,     11,    700,       ,2016,2016,58,SCHOOL,3740,HEALTH,C,Average,9711,9711,9711,94,1375900
     10,     11,   1000,       ,2001,2000,71,OFFICE,3400,OFFICE,A,Very Good,7824,13798,9080,78,1463300
     10,     11,   1201,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1090,1090,1090,96,358300
     10,     11,   1202,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1380,1380,1380,96,504200
     10,     11,   1203,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1285,1285,1285,96,433100
     10,     11,   1204,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1285,1285,1285,96,438900
     10,     11,   1205,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1360,1360,1360,96,469500
     10,     11,   1206,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1360,1360,1360,96,444800
     10,     11,   1207,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1300,1300,1300,96,435500
     10,     11,   1208,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1140,1140,1140,96,409400
     10,     11,   1209,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1220,1220,1220,96,422300
     10,     11,   1210,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1500,1500,1500,96,519800
     10,     11,   1211,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1380,1380,1380,96,493000
     10,     11,   1212,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1880,1880,1880,96,586600
     10,     11,   1213,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,2040,2040,2040,96,578500
     10,     11,   1214,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1360,1360,1360,96,444800
     10,     11,   1215,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1250,1250,1250,96,431200
     10,     11,   1216,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1090,1090,1090,96,402000
     10,     11,   1217,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1170,1170,1170,96,414200
     10,     11,   1218,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1500,1500,1500,96,554800
     10,     11,   1219,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1380,1380,1380,96,497500
     10,     11,   1220,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1880,1880,1880,96,586600
     10,     11,   1221,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,2040,2040,2040,96,584100
     10,     11,   1222,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1360,1360,1360,96,444800
     10,     11,   1223,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1250,1250,1250,96,427400
     10,     11,   1224,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1090,1090,1090,96,402000
     10,     11,   1225,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1170,1170,1170,96,414200
     10,     11,   1226,       ,2017,2018,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1500,1500,1500,96,519800
     10,     11,   1300,       ,1962,1985,43,WAREHOUSE,4010,IND WHSE,C-,Avg. (-),22478,23122,22607,63,694700
     10,     11,   1302,       ,2006,2005,90,HOTEL,3000,HOTEL,A-,V Good-,74917,78402,75526,83,10060600
     10,     11,   1400,       ,,,,,4400,,,,0,0,0,,0
     10,     11,   1500,       ,2001,2003,71,OFFICE,3400,OFFICE,A,Very Good,25245,25978,25428,81,2437400
     10,     11,   150E,       ,2001,1997,71,OFFICE,905I,CHARITABLE-Ind,A,Very Good,25245,25978,25428,75,1612900
     10,     11,   1600,       ,2001,2000,71,OFFICE,9050,CHARITABLE,A,Very Good,48724,53046,49805,78,7488300
     10,     11,   2000,       ,1998,2000,71,OFFICE,3400,OFFICE,A,Very Good,49182,50064,49270,78,7693800
     10,     11,   2100,       ,1994,2003,71,OFFICE,3400,OFFICE,A-,V Good-,42686,48319,43753,81,6218400
     10,     11,   2300,       ,2001,2003,71,OFFICE,3400,OFFICE,A+,Excellent,55677,74506,55745,81,9469800
     10,     11,   2400,       ,,,,,3370,,,,0,0,0,,0
     10,     11,   2500,       ,1994,1998,43,WAREHOUSE,4010,IND WHSE,C+,Avg. (+),13135,13135,13135,76,520200
     10,     11,   2600,       ,2004,2008,70,R+D LAB GD,4040,R+D BLDG,A-,V Good-,50733,50733,50733,66,3831400
     10,     11,   2700,       ,1998,1997,70,R+D LAB GD,4040,R+D BLDG,C+,Avg. (+),80548,80548,80548,75,4936600
     10,     11,   3100,       ,1999,2000,73,R+D,4020,IND OFC,B-,Good (-),20000,20224,20056,78,1088900
     10,     11,   3200,       ,1992,1997,43,WAREHOUSE,905I,CHARITABLE-Ind,B,Good,14076,15504,14362,75,651300
     10,     11,   3400,       ,1998,1998,71,OFFICE,402C,IND OFC-Comm,B+,Good (+),64431,64431,64431,76,7954100
     10,     11,   3600,       ,2005,2005,70,R+D LAB GD,4040,R+D BLDG,A-,V Good-,65576,80790,71346,83,8396200
     10,     11,   3800,       ,1991,1993,71,OFFICE,402C,IND OFC-Comm,B-,Good (-),64785,70496,64895,71,5002200
     10,     12,       ,       ,2020,2020,13,MULTI-GRDN,1120,APT 9+UP,B,Good,33800,49999,38767,98,4800600
     10,     12,       ,       ,2020,2020,13,MULTI-GRDN,1120,APT 9+UP,B,Good,36465,52813,41509,98,5151100
     10,     12,       ,       ,2020,2020,13,MULTI-GRDN,1120,APT 9+UP,B,Good,36465,52813,41509,98,5181200
     10,     12,       ,       ,2020,2020,13,MULTI-GRDN,1120,APT 9+UP,B,Good,36465,52813,41509,98,5181200
     10,     13,       ,       ,,,,,6230,,,,0,0,0,,0
     10,     21,       ,       ,,,,,3900,,,,0,0,0,,0
     10,     22,       ,       ,1960,1982,71,OFFICE,9050,CHARITABLE,B,Good,18539,18539,18539,60,1536400
     10,     22,       ,       ,1980,1992,72,OFFICE-PRO,9050,CHARITABLE,B,Good,6218,6218,6218,70,760100
     10,     22,       ,       ,1987,1992,43,WAREHOUSE,905I,CHARITABLE-Ind,B,Good,10200,10684,10297,70,495300
     10,     22,       ,       ,1999,1997,71,OFFICE,9050,CHARITABLE,A+,Excellent,55187,55467,55257,75,8869700
     10,     23,       ,       ,,,,,3900,,,,0,0,0,,0
     10,     24,    100,       ,,,,,6201,,,,0,0,0,,0
     10,     24,    200,       ,,,,,6111,,,,0,0,0,,0
     10,     25,       ,       ,,,,,3900,,,,0,0,0,,0
